Voucher Identifier,Location,Date,Month,Day,Year,WP,Species,,Quantity,ID,fun.grp,,,,,,,,,
,,4.21.2018,April,21,2018,6,LT,3,3,honeybee,honeybee,,,,,,,,,
,,4.21.2018,April,21,2018,13,LT,3,3,honeybee,honeybee,,,,,,,,,
,,4.22.2018,April,22,2018,30,LT,1,1,honeybee,honeybee,,,,,,,,,
,,4.22.2018,April,22,2018,33,LT,3,3,honeybee,honeybee,,,,,,,,,
,,4.22.2018,April,22,2018,38,LT,1,1,honeybee,honeybee,,,,,,,,,
,,4.23.2018,April,23,2018,52,SD,2,2,honeybee,honeybee,,,,,,,,,
,,4.23.2018,April,23,2018,62,LT,1,1,honeybee,honeybee,,,,,,,,,
,,4.23.2018,April,23,2018,65,EC,2,2,honeybee,honeybee,,,,,,,,,
,,4.24.2018,April,24,2018,82,LT,1,1,honeybee,honeybee,,,,,,,,,
,,4.24.2018,April,24,2018,85,LT,3,3,honeybee,honeybee,,,,,,,,,
,,4.24.2018,April,24,2018,86,LT,2,2,honeybee,honeybee,,,,,,,,,
,,4.26.2018,April,26,2018,131,LT,1,1,honeybee,honeybee,,,,,,,,,
,,4.26.2018,April,26,2018,132,EC,1,1,honeybee,honeybee,,,,,,,,,
,,4.27.2018,April,27,2018,140,PP,3,3,honeybee,honeybee,,,,,,,,,
,,4.27.2018,April,27,2018,145,LT,1,1,honeybee,honeybee,,,,,,,,,
,,4.27.2018,April,27,2018,159,LT,3,3,honeybee,honeybee,,,,,,,,,
,,4.28.2018,April,28,2018,163,LT,1,1,honeybee,honeybee,,,,,,,,,
,,4.30.2018,April,30,2018,199,LT,2,2,honeybee,honeybee,,,,,,,,,
,,4.30.2018,April,30,2018,211,LT,1,1,honeybee,honeybee,,,,,,,,,
,,4.30.2018,April,30,2018,219,LT,1,1,honeybee,honeybee,,,,,,,,,
,,5.3.2018,May,3,2018,240,LT,2,2,honeybee,honeybee,,,,,,,,,
,,5.3.2018,May,3,2018,242,LT,5,5,honeybee,honeybee,,,,,,,,,
,,5.3.2018,May,3,2018,248,SC,1,1,honeybee,honeybee,,,,,,,,,
,,5.4.2018,May,4,2018,265,LT,2,2,honeybee,honeybee,,,,,,,,,
,,5.4.2018,May,4,2018,271,LT,2,2,honeybee,honeybee,,,,,,,,,
,,5.4.2018,May,4,2018,275,LT,4,4,honeybee,honeybee,,,,,,,,,
,,5.4.2018,May,4,2018,276,LT,3,3,honeybee,honeybee,,,,,,,,,
,,5.4.2018,May,4,2018,286,LT,3,3,honeybee,honeybee,,,,,,,,,
,,5.5.2018,May,5,2018,295,LT,3,3,honeybee,honeybee,,,,,,,,,
,,5.6.2018,May,6,2018,315,LT,3,3,honeybee,honeybee,,,,,,,,,
,,5.7.2018,May,7,2018,357,LT,1,1,honeybee,honeybee,,,,,,,,,
,,5.8.2018,May,8,2018,366,LT,2,2,honeybee,honeybee,,,,,,,,,
,,5.8.2018,May,8,2018,370,LT,1,1,honeybee,honeybee,,,,,,,,,
LT.3.April.21.2018.Braun.1,,4.21.2018,April,21,2018,3,LT,1,1,hoplitis?,StMbee,,,,,,,,,
,,5.5.2018,May,5,2018,294,LT,1,1,hoplitis?,StMbee,,,,,,,,,
EC.11.April.21.2018.Braun.2,,4.21.2018,April,21,2018,11,EC,V,1,hylaeus,StSmbee,,,,,,,,,
,,4.22.2018,April,22,2018,23,EC,8,8,hylaeus,StSmbee,,,,,,,,,
,,4.22.2018,April,22,2018,26,AS,2,2,hylaeus,StSmbee,,,,,,,,,
,,4.23.2018,April,23,2018,47,AS,1,1,hylaeus,StSmbee,,,,,,,,,
,,4.23.2018,April,23,2018,65,EC,2,2,hylaeus,StSmbee,,,,,,,,,
EC.90.April.24.2018.Braun.1,Packer lab,4.24.2018,April,24,2018,90,EC,V,1,hylaeus,StSmbee,,,,,,,,,
,,4.24.2018,April,24,2018,91,EC,1,1,hylaeus,StSmbee,,,,,,,,,
,,4.24.2018,April,24,2018,94,EC,1,1,hylaeus,StSmbee,,,,,,,,,
LT.105.April.25.2018.Braun.1,Packer lab,4.25.2018,April,25,2018,105,LT,V,1,hylaeus,StSmbee,,,,,,,,,
,,4.25.2018,April,25,2018,105,LT,2,2,hylaeus,StSmbee,,,,,,,,,
,,4.25.2018,April,25,2018,108,AS,1,1,hylaeus,StSmbee,,,,,,,,,
,,4.25.2018,April,25,2018,110,EC,2,2,hylaeus,StSmbee,,,,,,,,,
,,4.25.2018,April,25,2018,110,EC,2,2,hylaeus,StSmbee,,,,,,,,,
,,4.26.2018,April,26,2018,132,EC,5,5,hylaeus,StSmbee,,,,,,,,,
,,4.26.2018,April,26,2018,132,EC,1,1,hylaeus,StSmbee,,,,,,,,,
EC.143.April.27.2018.Braun.1,Packer lab,4.27.2018,April,27,2018,143,EC,V,1,hylaeus,StSmbee,,,,,,,,,
,,4.27.2018,April,27,2018,147,EC,8,8,hylaeus,StSmbee,,,,,,,,,
,,4.27.2018,April,27,2018,148,EC,3,3,hylaeus,StSmbee,,,,,,,,,
,,4.27.2018,April,27,2018,153,EC,3,3,hylaeus,StSmbee,,,,,,,,,
,,4.27.2018,April,27,2018,159,LT,1,1,hylaeus,StSmbee,,,,,,,,,
,,4.30.2018,April,30,2018,216,AS,1,1,hylaeus,StSmbee,,,,,,,,,
,,4.30.2018,April,30,2018,218,EC,1,1,hylaeus,StSmbee,,,,,,,,,
,,4.30.2018,April,30,2018,222,EC,2,2,hylaeus,StSmbee,,,,,,,,,
EC.230.April.30.2018.Braun.1,Packer lab,4.30.2018,April,30,2018,230,EC,V,1,hylaeus,StSmbee,,,,,,,,,
,,4.30.2018,April,30,2018,230,EC,1,1,hylaeus,StSmbee,,,,,,,,,
,,5.4.2018,May,4,2018,273,AS,4,4,hylaeus,StSmbee,,,,,,,,,
,,5.4.2018,May,4,2018,281,EC,1,1,hylaeus,StSmbee,,,,,,,,,
,,5.4.2018,May,4,2018,283,AS,5,5,hylaeus,StSmbee,,,,,,,,,
,,5.5.2018,May,5,2018,310,BW,2,2,hylaeus,StSmbee,,,,,,,,,
,,5.7.2018,May,7,2018,336,BW,1,1,hylaeus,StSmbee,,,,,,,,,
,,5.7.2018,May,7,2018,338,BW,6,6,hylaeus,StSmbee,,,,,,,,,
,,5.8.2018,May,8,2018,375,BW,2,2,hylaeus,StSmbee,,,,,,,,,
,,5.8.2018,May,8,2018,379,BW,1,1,hylaeus,StSmbee,,,,,,,,,
PP.2.April.21.2018.Braun.1,Packer lab,4.21.2018,April,21,2018,2,PP,V,1,lasioglossum,StSmbee,,,,,,,,,
,,4.21.2018,April,21,2018,10,EC,1,1,lasioglossum,StSmbee,,,,,,,,,
,,4.22.2018,April,22,2018,43,EC,1,1,lasioglossum,StSmbee,,,,,,,,,
PP.70.April.24.2018.Braun.2,Packer lab,4.24.2018,April,24,2018,70,PP,V,1,lasioglossum,StSmbee,,,,,,,,,
,,4.24.2018,April,24,2018,72,PP,1,1,lasioglossum,StSmbee,,,,,,,,,
,,4.24.2018,April,24,2018,87,SC,1,1,lasioglossum,StSmbee,,,,,,,,,
SC.139.April.27.2018.Braun.1,Packer lab,4.27.2018,April,27,2018,139,SC,V,1,lasioglossum,StSmbee,,,,,,,,,
,,4.27.2018,April,27,2018,141,AS,1,1,lasioglossum,StSmbee,,,,,,,,,
EC.147.April.27.2018.Braun.1,Packer lab,4.27.2018,April,27,2018,147,EC,V,1,lasioglossum,StSmbee,,,,,,,,,
,,4.28.2018,April,28,2018,169,LT,1,1,lasioglossum,StSmbee,,,,,,,,,
SC.180.April.28.2018.Braun.1,Packer lab,4.28.2018,April,28,2018,180,SC,V,1,lasioglossum,StSmbee,,,,,,,,,
PP.208.April.30.2018.Braun.1,don't know,4.30.2018,April,30,2018,208,PP,V,1,lasioglossum,StSmbee,,,,,,,,,
,,4.30.2018,April,30,2018,227,EC,2,2,lasioglossum,StSmbee,,,,,,,,,
EC.252.May.3.2018.Braun.1,,5.3.2018,May,3,2018,252,EC,V,1,lasioglossum,StSmbee,,,,,,,,,
AS.277.May.4.2018.Braun.1,Packer lab,5.4.2018,May,4,2018,277,AS,V,1,lasioglossum,StSmbee,,,,,,,,,
SC.311.May.5.2018.Braun.2,pinned,5.5.2018,May,5,2018,311,SC,V,1,lasioglossum,StSmbee,,,,,,,,,
,,5.7.2018,May,7,2018,339,LT,1,1,lasioglossum,StSmbee,,,,,,,,,
BW.301.May.5.2018.Braun.1,Packer lab,5.5.2018,May,5,2018,301,BW,V,1,lasioglossum - big,StMbee,,,,,,,,,
SC.88.April.24.2018.Braun.1,Packer lab,4.24.2018,April,24,2018,88,SC,V,1,lasioglossum - red,StSmbee,,,,,,,,,
SC.112.April.25.2018.Braun.2,Packer lab,4.25.2018,April,25,2018,112,SC,V,1,lasioglossum - red,StSmbee,,,,,,,,,
SC.285.May.4.2018.Braun.3,Packer lab,5.4.2018,May,4,2018,285,SC,V,1,lasioglossum - red,StSmbee,,,,,,,,,
,,4.27.2018,April,27,2018,156,SC,1,1,lasioglossum?,StVSbee,,,,,,,,,
,,5.4.2018,May,4,2018,264,EC,V,1,Lithriapteryx,MicroLep,,,,,,,,,
,,5.4.2018,May,4,2018,267,AS,V,0,lygaoidea?,,,,,,,,,,
,,5.6.2018,May,6,2018,322,SC,1,1,megachile,StMbee,,,,,,,,,
LT.85.April.24.2018.Braun.1,Packer lab,4.24.2018,April,24,2018,85,LT,V,1,megachile ,StMbee,,,,,,,,,
,,4.24.2018,April,24,2018,86,LT,1,1,megachile ,StMbee,,,,,,,,,
,,4.25.2018,April,25,2018,107,EC,1,1,megachilidae - 107,StMbee,,,,,,,,,
,,4.25.2018,April,25,2018,109,LT,1,1,megachilidae - 107,StMbee,,,,,,,,,
,,5.6.2018,May,6,2018,323,AS,1,1,mellisodes,StLBee,,,,,,,,,
,,5.7.2018,May,7,2018,337,AS,2,2,mellisodes,StLBee,,,,,,,,,
,,5.7.2018,May,7,2018,346,AS,1,1,mellisodes,StLBee,,,,,,,,,
,,5.8.2018,May,8,2018,361,AS,1,1,mellisodes,StLBee,,,,,,,,,
,,5.8.2018,May,8,2018,369,AS,1,1,mellisodes,StLBee,,,,,,,,,
,,5.8.2018,May,8,2018,371,AS,1,1,mellisodes,StLBee,,,,,,,,,
,,5.8.2018,May,8,2018,372,AS,2,2,mellisodes,StLBee,,,,,,,,,
,,5.8.2018,May,8,2018,381,AS,1,1,mellisodes,StLBee,,,,,,,,,
,,5.8.2018,May,8,2018,369,AS,1,0,minute pirate bug,,,,,,,,,,
,,4.21.2018,April,21,2018,17,PP,"V,1",0,miridae - black shiny,,,,,,,,,,
EC.191.April.28.2018.Braun.1,,4.28.2018,April,28,2018,191,EC,V,1,muscidae?,LgDi,,,,,,,,,
,,4.22.2018,April,22,2018,28,EL,1,0,mythicomyiidae,fly,,,,,,,,,
,,4.23.2018,April,23,2018,47,AS,1,0,mythicomyiidae,fly,,,,,,,,,
,,4.23.2018,April,23,2018,65,EC,1,0,mythicomyiidae,fly,,,,,,,,,
,,4.23.2018,April,23,2018,67,EC,2,0,mythicomyiidae,fly,,,,,,,,,
,,4.25.2018,April,25,2018,106,EC,1,0,mythicomyiidae,fly,,,,,,,,,
,,4.27.2018,April,27,2018,141,AS,1,0,mythicomyiidae,fly,,,,,,,,,
,,4.28.2018,April,28,2018,189,EC,1,0,mythicomyiidae,fly,,,,,,,,,
,,4.30.2018,April,30,2018,231,AS,1,0,mythicomyiidae,fly,,,,,,,,,
,,5.3.2018,May,3,2018,241,EC,1,0,mythicomyiidae,fly,,,,,,,,,
,,5.3.2018,May,3,2018,255,SD,"V,1",0,mythicomyiidae,fly,,,,,,,,,
,,5.3.2018,May,3,2018,258,EC,1,0,mythicomyiidae,fly,,,,,,,,,
,,5.6.2018,May,6,2018,334,EC,1,0,mythicomyiidae,fly,,,,,,,,,
PP.2.April.21.2018.Braun.2,,4.21.2018,April,21,2018,2,PP,V,1,omomyia,SmDi,,,,,,,,,
,,4.22.2018,April,22,2018,31,PP,V,1,omomyia,SmDi,,,,,,,,,
,,4.28.2018,April,28,2018,175,SC,V,1,omomyia,SmDi,,,,,,,,,
,,5.6.2018,May,6,2018,314,SC,1,1,omomyia,SmDi,,,,,,,,,
,,5.7.2018,May,7,2018,343,SC,1,1,omomyia,SmDi,,,,,,,,,
,,4.22.2018,April,22,2018,35,LT,1,1,osmia,StMbee,,,,,,,,,
,,4.23.2018,April,23,2018,52,SD,1,1,osmia,StMbee,,,,,,,,,
SD.160.April.27.2018.Braun.1,Packer lab,4.27.2018,April,27,2018,160,SD,V,1,osmia,StMbee,,,,,,,,,
,,4.21.2018,April,21,2018,12,EC,1,1,perdita?,StVSbee,,,,,,,,,
,,4.27.2018,April,27,2018,143,EC,1,1,pompilidae,Nwasp,,,,,,,,,
,,4.28.2018,April,28,2018,185,AS,1,1,pompilidae,Nwasp,,,,,,,,,
SC.326.May.6.2018.Braun.1,,5.6.2018,May,6,2018,326,SC,V,1,pompilidae,Nwasp,,,,,,,,,
SC.341.May.7.2018.Braun.1,,5.7.2018,May,7,2018,341,SC,V,1,pompilidae,Nwasp,,,,,,,,,
,,5.5.2018,May,5,2018,295,LT,1,1,pseudodoros clavatus,syrphid,,,,,,,,,
LT.319.May.6.2018.Braun.1,,5.6.2018,May,6,2018,319,LT,V,1,pseudodoros clavatus,syrphid,,,,,,,,,
PP.31.April.22.2018.Braun.2,,4.22.2018,April,22,2018,31,PP,V,1,sarcophagidae,LgDi,,,,,,,,,
LT.61.April.23.2018.Braun.1,,4.23.2018,April,23,2018,61,LT,V,1,sarcophagidae,LgDi,,,,,,,,,
,,4.24.2018,April,24,2018,94,EC,1,1,sarcophagidae,LgDi,,,,,,,,,
BW.305.May.5.2018.Braun.1,,5.5.2018,May,5,2018,305,BW,V,1,sarcophagidae,LgDi,,,,,,,,,
BW.338.May.7.2018.Braun.1,,5.7.2018,May,7,2018,338,BW,V,1,sarcophagidae,LgDi,,,,,,,,,
BW.338.May.7.2018.Braun.2,,5.7.2018,May,7,2018,338,BW,V,1,sarcophagidae,LgDi,,,,,,,,,
,,5.8.2018,May,8,2018,378,BW,1,1,sarcophagidae,LgDi,,,,,,,,,
,,4.21.2018,April,21,2018,10,EC,V,0,sciaridae,fly,,,,,,,,,
,,4.28.2018,April,28,2018,187,EC,V,0,sciaridae,fly,,,,,,,,,
,,5.3.2018,May,3,2018,241,EC,V,0,sciaridae,fly,,,,,,,,,
,,4.22.2018,April,22,2018,28,EL,1,0,snakefly,,,,,,,,,,
AS.323.May.6.2018.Braun.1,,5.6.2018,May,6,2018,323,AS,V,1,striped beetle,beetle,,,,,,,,,
,,5.8.2018,May,8,2018,376,EC,1,1,striped beetle,beetle,,,,,,,,,
SC.164.April.28.2018.Braun.1,,4.28.2018,April,28,2018,164,SC,V,1,tachinid,LgDi,,,,,,,,,
,,4.28.2018,April,28,2018,168,PP,1,1,tachinid,LgDi,,,,,,,,,
,,4.28.2018,April,28,2018,172,EC,1,1,tachinid,LgDi,,,,,,,,,
,,4.28.2018,April,28,2018,184,SC,2,2,tachinid,LgDi,,,,,,,,,
EC.192.April.28.2018.Braun.1,,4.28.2018,April,28,2018,192,EC,V,1,tachinid,LgDi,,,,,,,,,
,,4.30.2018,April,30,2018,206,EC,1,1,tachinid,LgDi,,,,,,,,,
EC.218.April.30.2018.Braun.1,,4.30.2018,April,30,2018,218,EC,V,1,tachinid,LgDi,,,,,,,,,
AS.220.April.30.2018.Braun.1,,4.30.2018,April,30,2018,220,AS,V,1,tachinid,LgDi,,,,,,,,,
BW.263.May.4.2018.Braun.1,,5.4.2018,May,4,2018,263,BW,V,1,tachinid,LgDi,,,,,,,,,
BW.301.May.5.2018.Braun.2,,5.5.2018,May,5,2018,301,BW,V,1,tachinid,LgDi,,,,,,,,,
,,5.5.2018,May,5,2018,301,BW,3,3,tachinid,LgDi,,,,,,,,,
BW.338.May.7.2018.Braun.3,,5.7.2018,May,7,2018,338,BW,V,1,tachinid,LgDi,,,,,,,,,
,,5.7.2018,May,7,2018,338,BW,4,4,tachinid,LgDi,,,,,,,,,
,,5.8.2018,May,8,2018,381,AS,1,1,tachinid,LgDi,,,,,,,,,
PP.2.April.21.2018.Braun.3,,4.21.2018,April,21,2018,2,PP,V,1,tachinid ,LgDi,,,,,,,,,
PP.2.April.21.2018.Braun.1,,4.21.2018,April,21,2018,2,PP,1,1,tachinid ,LgDi,,,,,,,,,
,,5.5.2018,May,5,2018,301,BW,1,1,tephritidae,SmDi,,,,,,,,,
,,5.6.2018,May,6,2018,323,AS,1,1,tiny bee,StVSbee,,,,,,,,,
AS.245.May.3.2018.Braun.1,,5.3.2018,May,3,2018,245,AS,V,1,vespidae,Nwasp,,,,,,,,,
EC.23.April.22.2018.Braun.1,,4.22.2018,April,22,2018,23,EC,V,1,Yponomeutoidea ,MicroLep,,,,,,,,,
,,4.23.2018,April,23,2018,47,AS,V,1,Yponomeutoidea ,MicroLep,,,,,,,,,
,,4.24.2018,April,24,2018,71,AS,1,1,Yponomeutoidea ,MicroLep,,,,,,,,,
,,4.24.2018,April,24,2018,73,AS,1,1,Yponomeutoidea ,MicroLep,,,,,,,,,
,,4.25.2018,April,25,2018,106,EC,V,1,Yponomeutoidea ,MicroLep,,,,,,,,,
,,5.7.2018,May,7,2018,336,BW,V,1,Yponomeutoidea ,MicroLep,,,,,,,,,
,,5.7.2018,May,7,2018,338,BW,2,2,Yponomeutoidea ,MicroLep,,,,,,,,,
,,5.7.2018,May,7,2018,340,BW,4,4,Yponomeutoidea ,MicroLep,,,,,,,,,
,,5.7.2018,May,7,2018,342,AS,V,1,Yponomeutoidea ,MicroLep,,,,,,,,,
,,5.7.2018,May,7,2018,344,AS,V,1,Yponomeutoidea ,MicroLep,,,,,,,,,
